system,body,type,subType,temp,radius,absMagnitude,solMass,spectralClass,luminosity
Truechuae KC-K c22-31,Truechuae KC-K c22-31 A,Star,K (Yellow-Orange) Star,4394,6.807663,0.6956786657081236,0.570313,K5,Vab
Truechuae KC-K c22-31,Truechuae KC-K c22-31 B,Star,M (Red dwarf) Star,2371,10.305603,0.47735593961179007,0.269531,M7,Va
Truechuae KC-K c22-31,Truechuae KC-K c22-31 C,Star,M (Red dwarf) Star,2204,11.353882,0.34094233213515457,0.199219,M8,Va
Blua Hypue AF-Y c17-339,Blua Hypue AF-Y c17-339,Star,K (Yellow-Orange) Star,4986,5.863495,0.8344725808770669,0.859375,K1,Vab
Eord Flyuae XJ-A e2899,Eord Flyuae XJ-A e2899,Star,B (Blue-White) Star,10226,0.924408,1.9278868612508986,2.601563,B9,Vz
Syre Thua CO-X c28-1,Syre Thua CO-X c28-1 A,Star,K (Yellow-Orange) Star,5029,5.740295,0.8681335442127965,0.742188,K1,Va
Syre Thua CO-X c28-1,Syre Thua CO-X c28-1 B,Star,K (Yellow-Orange) Star,3780,7.543152,0.670013377426312,0.546875,K9,Va
Blae Drye QY-D b4-1,Blae Drye QY-D b4-1 A,Star,M (Red dwarf) Star,3136,8.86351,0.5300292739036664,0.386719,M3,Va
Blae Drye QY-D b4-1,Blae Drye QY-D b4-1 B,Star,L (Brown dwarf) Star,1421,13.862946,0.2583617886412653,0.113281,L8,V
Blae Drye QY-D b4-1,Blae Drye QY-D b4-1 C,Star,M (Red dwarf) Star,2123,11.138947,0.4056701423436377,0.234375,M9,VI
Striechae CI-G b57-0,Striechae CI-G b57-0,Star,M (Red dwarf) Star,2456,10.633194,0.38259885549964057,0.234375,M7,Va
Synuefe RO-B a109-3,Synuefe RO-B a109-3,Star,Y (Brown dwarf) Star,409,21.849533,0.08056640115025161,0.015625,Y4,V
Truechiae SR-R b45-9,Truechiae SR-R b45-9,Star,M (Red dwarf) Star,2539,9.914322,0.4984435945363048,0.316406,M6,Va
Byua Chrea RG-Y d89,Byua Chrea RG-Y d89,Star,F (White) Star,6470,4.03894,1.147949181883537,1.351563,F6,Vb
Smootoae IL-E c25-15,Smootoae IL-E c25-15,Star,K (Yellow-Orange) Star,4427,6.693954,0.7221679022286125,0.585938,K5,Va
Pru Eurk WB-X b1-1,Pru Eurk WB-X b1-1,Star,M (Red dwarf) Star,3210,8.415817,0.6216735470884256,0.417969,M2,Va
Ploi Briae NR-C c26-31,Ploi Briae NR-C c26-31 A,Star,K (Yellow-Orange) Star,3971,7.253082,0.6938476491732567,0.628906,K8,Va
Ploi Briae NR-C c26-31,Ploi Briae NR-C c26-31 B,Star,M (Red dwarf) Star,3260,8.571487,0.561065639108555,0.351563,M2,Va
Prae Flyi WG-P b38-2,Prae Flyi WG-P b38-2,Star,M (Red dwarf) Star,3211,8.78627,0.5238647074047448,0.382813,M2,Va
Smootoae MO-Z d13-189,Smootoae MO-Z d13-189 A,Star,K (Yellow-Orange) Star,4568,6.319,0.8060912724658519,0.640625,K4,Va
Smootoae MO-Z d13-189,Smootoae MO-Z d13-189 B,Star,K (Yellow-Orange) Star,4045,7.250977,0.6693419525521208,0.558594,K7,Va
Smootoae MO-Z d13-189,Smootoae MO-Z d13-189 C,Star,M (Red dwarf) Star,2674,10.089737,0.41452022429906543,0.269531,M6,Va
Boelts JB-Z c28-266,Boelts JB-Z c28-266,Star,K (Yellow-Orange) Star,4565,6.534088,0.7310485348670022,0.644531,K4,Va
Nyauthi XK-K b42-2,Nyauthi XK-K b42-2 A,Star,M (Red dwarf) Star,3258,8.851624,0.4937743551401869,0.378906,M2,Va
Nyauthi XK-K b42-2,Nyauthi XK-K b42-2 B,Star,M (Red dwarf) Star,2312,10.831482,0.39407344356578,0.222656,M8,Va
Stuelou IW-A b44-30,Stuelou IW-A b44-30,Star,M (Red dwarf) Star,2211,10.898773,0.4177550999281093,0.214844,M8,Va
Truechoae FA-A c6,Truechoae FA-A c6,Star,G (White-Yellow) Star,5635,4.910828,1.0130003738317757,0.878906,G4,Vab
Croomoea PI-S e4-242,Croomoea PI-S e4-242,Star,B (Blue-White) Star,10931,0.480133,2.070159735442128,2.949219,B9,Vz
Brairee JL-H c25-1676,Brairee JL-H c25-1676,Star,K (Yellow-Orange) Star,3855,7.521851,0.6505431603163192,0.464844,K8,Va
Striechooe DW-C d9,Striechooe DW-C d9 A,Star,F (White) Star,6925,3.673782,1.1855163076923076,1.539063,F3,Vb
Striechooe DW-C d9,Striechooe DW-C d9 B,Star,G (White-Yellow) Star,5360,5.342896,0.9176635629043853,0.789063,G7,Vab
Schao Pri VZ-O e6-69,Schao Pri VZ-O e6-69 A,Star,T Tauri Star,1830,11.919434,0.3811645377426312,0.1875,TTS2,VI
Schao Pri VZ-O e6-69,Schao Pri VZ-O e6-69 B,Star,T Tauri Star,1939,12.047592,0.32006832494608195,0.140625,TTS0,VI
Schao Pri VZ-O e6-69,Schao Pri VZ-O e6-69 C,Star,T Tauri Star,1699,12.627151,0.3192443537023724,0.140625,TTS4,VI
Dryoea Flyuae OR-C c320,Dryoea Flyuae OR-C c320,Star,K (Yellow-Orange) Star,4184,6.729507,0.7953795772825305,0.675781,K6,Va
Shrogaae XU-G d10-6457,Shrogaae XU-G d10-6457,Star,G (White-Yellow) Star,5615,4.756775,1.0952148382458662,1.035156,G4,Vab
Bleae Briae SL-T b44-3,Bleae Briae SL-T b44-3 A,Star,M (Red dwarf) Star,3442,8.20314,0.59631344356578,0.417969,M1,Va
Bleae Briae SL-T b44-3,Bleae Briae SL-T b44-3 B,Star,L (Brown dwarf) Star,1804,12.575058,0.2900390280373832,0.140625,L2,V
Eactaipp DE-L c23-0,Eactaipp DE-L c23-0 A,Star,K (Yellow-Orange) Star,4320,6.620667,0.7844237526959023,0.742188,K5,Va
Eactaipp DE-L c23-0,Eactaipp DE-L c23-0 B,Star,M (Red dwarf) Star,2482,10.199341,0.4574584730409777,0.257813,M7,Va
Eactaipp DE-L c23-0,Eactaipp DE-L c23-0 C,Star,M (Red dwarf) Star,3047,9.022995,0.5216979554277498,0.382813,M3,Va
Gria Eoq BB-R c7-0,Gria Eoq BB-R c7-0,Star,K (Yellow-Orange) Star,4352,6.488144,0.8215637210639828,0.695313,K5,Va
Oochost PB-T b9-0,Oochost PB-T b9-0,Star,M (Red dwarf) Star,2767,9.464615,0.5162353184759166,0.332031,M5,Va
Dryiqau YZ-C c14-13,Dryiqau YZ-C c14-13,Star,G (White-Yellow) Star,5345,5.291229,0.9450378030194105,0.8125,G8,Vab
Phraa Hypai PK-T b21-0,Phraa Hypai PK-T b21-0 A,Star,M (Red dwarf) Star,2099,11.522812,0.3477782774982027,0.203125,M9,VI
Phraa Hypai PK-T b21-0,Phraa Hypai PK-T b21-0 B,Star,L (Brown dwarf) Star,1300,14.61647,0.21820066139468008,0.082031,L9,V
Preae Chruia OZ-O d6-8,Preae Chruia OZ-O d6-8,Star,G (White-Yellow) Star,5660,5.128036,0.908538754852624,0.914063,G4,Vab
Plaa Briae RJ-I b9-2,Plaa Briae RJ-I b9-2 A,Star,M (Red dwarf) Star,3227,8.693359,0.5413512925952552,0.429688,M2,Va
Plaa Briae RJ-I b9-2,Plaa Briae RJ-I b9-2 B,Star,M (Red dwarf) Star,3237,8.689987,0.538848851186197,0.425781,M2,Va
Stuemaea AF-R c4-1079,Stuemaea AF-R c4-1079 A,Star,M (Red dwarf) Star,3650,7.489731,0.7364806671459382,0.542969,M0,Va
Stuemaea AF-R c4-1079,Stuemaea AF-R c4-1079 B,Star,L (Brown dwarf) Star,1407,14.055389,0.2411803882099209,0.097656,L8,V
Nyauthi DT-G c27-7,Nyauthi DT-G c27-7 A,Star,K (Yellow-Orange) Star,3887,7.591141,0.6197814751976995,0.492188,K8,Va
Nyauthi DT-G c27-7,Nyauthi DT-G c27-7 B,Star,M (Red dwarf) Star,2539,10.009888,0.4769896994967649,0.320313,M6,Va
Nyauthi DT-G c27-7,Nyauthi DT-G c27-7 C,Star,L (Brown dwarf) Star,1337,14.072144,0.2650451416247304,0.113281,L9,V
Eoch Flyi AA-A h30,Eoch Flyi AA-A h30 A,Star,B (Blue-White) Star,22678,-13.82692,349.00386433932425,62.628906,B4,IVa
Eoch Flyi AA-A h30,Eoch Flyi AA-A h30 B,Star,O (Blue-White) Star,37844,-7.614029,7.174254424155284,21.242188,O8,Vz
Eoch Flyi AA-A h30,Eoch Flyi AA-A h30 C,Star,O (Blue-White) Star,43154,-8.386032,7.871978283249461,25.746094,O6,Vz
Clookuia RD-Q d6-18,Clookuia RD-Q d6-18 A,Star,Neutron Star,2138139,5.201752,1.6428154205607477e-05,0.679688,None,VII
Hypuae Audst OD-B d461,Hypuae Audst OD-B d461 A,Star,F (White) Star,6803,3.665314,1.2332152178289,1.296875,F4,Vb
Hypuae Audst OD-B d461,Hypuae Audst OD-B d461 B,Star,K (Yellow-Orange) Star,4729,6.187775,0.7989806930265996,0.757813,K3,Va
Hypuae Audst OD-B d461,Hypuae Audst OD-B d461 C,Star,M (Red dwarf) Star,3596,8.031982,0.5911254406901509,0.507813,M0,Va
Hypuae Audst OD-B d461,Hypuae Audst OD-B d461 D,Star,K (Yellow-Orange) Star,4753,6.109131,0.8200988526240115,0.800781,K2,Vab
Phua Audst UX-B d264,Phua Audst UX-B d264 A,Star,G (White-Yellow) Star,5390,5.189255,0.9739989302659957,0.953125,G7,Vab
Phua Audst UX-B d264,Phua Audst UX-B d264 B,Star,M (Red dwarf) Star,2865,9.289398,0.5219726355140187,0.347656,M4,Va
Blae Eaec ID-M c10-870,Blae Eaec ID-M c10-870 A,Star,K (Yellow-Orange) Star,4258,6.977341,0.6851500905823149,0.546875,K6,Va
Blae Eaec ID-M c10-870,Blae Eaec ID-M c10-870 B,Star,M (Red dwarf) Star,2707,9.568192,0.5142516865564343,0.347656,M5,Va
IC 2602 Sector RV-J a10-2,IC 2602 Sector RV-J a10-2,Star,L (Brown dwarf) Star,1597,13.200775,0.27746581164629763,0.140625,L5,V
Screakou AN-H c24-1575,Screakou AN-H c24-1575,Star,K (Yellow-Orange) Star,4417,6.536682,0.7799376793673616,0.695313,K5,Va
Pyroo Eohn FM-P c8-0,Pyroo Eohn FM-P c8-0,Star,K (Yellow-Orange) Star,3961,7.380585,0.6575927304097772,0.5625,K8,Va
Pyra Eop VQ-P c8-0,Pyra Eop VQ-P c8-0,Star,M (Red dwarf) Star,3576,8.10347,0.5783996549245147,0.484375,M0,Va
Striechae FM-U b35-0,Striechae FM-U b35-0 A,Star,M (Red dwarf) Star,2867,9.361694,0.5041808655643422,0.289063,M4,Va
Striechae FM-U b35-0,Striechae FM-U b35-0 B,Star,T (Brown dwarf) Star,1202,15.093948,0.20486450611071172,0.082031,T1,V
Striechae FM-U b35-0,Striechae FM-U b35-0 C,Star,M (Red dwarf) Star,2190,11.246109,0.3628844859813084,0.207031,M8,Va
Striechae FM-U b35-0,Striechae FM-U b35-0 D,Star,M (Red dwarf) Star,2062,11.639313,0.34155272465851905,0.179688,M9,VI
Striechae FM-U b35-0,Striechae FM-U b35-0 E,Star,L (Brown dwarf) Star,1445,13.602753,0.28164672322070455,0.117188,L7,V
Bleae Aub LW-N c6-7,Bleae Aub LW-N c6-7 A,Star,K (Yellow-Orange) Star,4351,6.991898,0.651794358015816,0.5625,K5,Vab
Bleae Aub LW-N c6-7,Bleae Aub LW-N c6-7 B,Star,L (Brown dwarf) Star,1842,12.533508,0.28356932278936015,0.148438,L2,V
Bleae Aub LW-N c6-7,Bleae Aub LW-N c6-7 C,Star,L (Brown dwarf) Star,1677,12.712021,0.3151244974838246,0.136719,L4,V
Bleae Aub LW-N c6-7,Bleae Aub LW-N c6-7 D,Star,M (Red dwarf) Star,2593,10.400879,0.3819884859813084,0.246094,M6,Va
Segne HH-S d5-57,Segne HH-S d5-57,Star,G (White-Yellow) Star,5492,4.867554,1.0878905880661394,1.09375,G6,Va
Synuefai DM-Q b52-6,Synuefai DM-Q b52-6 A,Star,M (Red dwarf) Star,3440,8.446014,0.5338439683680806,0.414063,M1,Va
Synuefai DM-Q b52-6,Synuefai DM-Q b52-6 B,Star,M (Red dwarf) Star,2507,10.223175,0.44348144356578,0.289063,M7,Va
Synuefai DM-Q b52-6,Synuefai DM-Q b52-6 C,Star,L (Brown dwarf) Star,1780,12.561981,0.29971310424155284,0.164063,L3,V
Ploxao BX-Q b52-1,Ploxao BX-Q b52-1 A,Star,M (Red dwarf) Star,2595,10.129486,0.43215942487419123,0.292969,M6,Va
Ploxao BX-Q b52-1,Ploxao BX-Q b52-1 B,Star,L (Brown dwarf) Star,1822,12.232269,0.3329467721063983,0.164063,L2,V
Ploxao BX-Q b52-1,Ploxao BX-Q b52-1 C,Star,M (Red dwarf) Star,2842,9.540527,0.4725341308411215,0.289063,M5,Va
Nyauthi KS-I b29-1,Nyauthi KS-I b29-1 A,Star,M (Red dwarf) Star,3245,8.403091,0.6119079568655643,0.394531,M2,Va
Nyauthi KS-I b29-1,Nyauthi KS-I b29-1 B,Star,M (Red dwarf) Star,2669,9.860733,0.4623412911574407,0.28125,M6,Va
Cryaft GP-Z c0,Cryaft GP-Z c0,Star,K (Yellow-Orange) Star,4641,6.122101,0.8550413803019411,0.714844,K3,Va
Pyrie Euq PM-H b37-0,Pyrie Euq PM-H b37-0 A,Star,M (Red dwarf) Star,2647,9.839661,0.47463987347232206,0.300781,M6,Va
Pyrie Euq PM-H b37-0,Pyrie Euq PM-H b37-0 B,Star,T (Brown dwarf) Star,894,16.784164,0.17007444428468727,0.054688,T6,V
Phreia Graae IO-X d2-58,Phreia Graae IO-X d2-58 A,Star,K (Yellow-Orange) Star,4880,5.861649,0.871856586628325,0.8125,K2,Va
Phreia Graae IO-X d2-58,Phreia Graae IO-X d2-58 B,Star,K (Yellow-Orange) Star,3858,7.588013,0.6300353702372394,0.542969,K8,Va
Flyai Phoe RK-B c15-5,Flyai Phoe RK-B c15-5 A,Star,K (Yellow-Orange) Star,4820,6.108475,0.7976989446441409,0.765625,K2,Vab
Flyai Phoe RK-B c15-5,Flyai Phoe RK-B c15-5 B,Star,K (Yellow-Orange) Star,3830,7.797958,0.5803832868439971,0.460938,K9,Va
Flyai Phoe RK-B c15-5,Flyai Phoe RK-B c15-5 C,Star,M (Red dwarf) Star,2070,11.377518,0.38232419841840404,0.210938,M9,VI
Ploi Briae NQ-K b49-9,Ploi Briae NQ-K b49-9 A,Star,M (Red dwarf) Star,3105,8.921097,0.5265197641984184,0.417969,M3,Va
Ploi Briae NQ-K b49-9,Ploi Briae NQ-K b49-9 B,Star,M (Red dwarf) Star,2303,10.700211,0.42190548382458665,0.265625,M8,Va
Dryau Phyloea OL-Y d3410,Dryau Phyloea OL-Y d3410,Star,F (White) Star,7242,3.112396,1.4037170150970524,1.519531,F1,Vb
Schafaei PJ-Y b14-1,Schafaei PJ-Y b14-1 A,Star,M (Red dwarf) Star,2993,9.064255,0.5305175327102803,0.320313,M4,Va
Schafaei PJ-Y b14-1,Schafaei PJ-Y b14-1 B,Star,L (Brown dwarf) Star,1304,14.844833,0.19522093457943926,0.085938,L9,V
Fachiae OB-F c14-0,Fachiae OB-F c14-0,Star,K (Yellow-Orange) Star,3933,7.233521,0.7137145650611071,0.636719,K8,Va
Synuefai QL-D c0,Synuefai QL-D c0,Star,M (Red dwarf) Star,3674,7.511154,0.7197570668583753,0.519531,M0,Va
Tyroosks UY-U c5-2,Tyroosks UY-U c5-2 A,Star,K (Yellow-Orange) Star,3938,7.326721,0.6820067749820273,0.523438,K8,Va
Tyroosks UY-U c5-2,Tyroosks UY-U c5-2 B,Star,M (Red dwarf) Star,2857,9.334167,0.5141906312005752,0.304688,M4,Va
Thuecheae OA-Z b20-12,Thuecheae OA-Z b20-12,Star,M (Red dwarf) Star,3472,8.12558,0.6073608281811647,0.445313,M1,Va
Stuemeae NI-B d7086,Stuemeae NI-B d7086,Star,M (Red dwarf) Star,3187,8.520126,0.6011047016534867,0.421875,M3,Va
Synuefai FU-X c2-0,Synuefai FU-X c2-0 A,Star,T Tauri Star,4624,6.046509,0.8918456592379583,0.746094,TTS3,Va
Synuefai FU-X c2-0,Synuefai FU-X c2-0 B,Star,T Tauri Star,2101,10.847656,0.4736633098490295,0.273438,TTS9,VI
Cho Thua RE-T c3-1,Cho Thua RE-T c3-1 A,Star,K (Yellow-Orange) Star,4503,6.279495,0.8447570265995686,0.6875,K4,Va
Cho Thua RE-T c3-1,Cho Thua RE-T c3-1 B,Star,M (Red dwarf) Star,2953,9.180069,0.5166930726096334,0.351563,M4,Va
Oochost DO-F d12-6,Oochost DO-F d12-6,Star,A (Blue-White) Star,7540,3.099991,1.3023680690150972,1.519531,A9,VI
Blua Eaec KU-E d12-1950,Blua Eaec KU-E d12-1950,Star,F (White) Star,6001,4.686813,0.9902648684399712,1,F9,Vb
Flyai Phoe LL-J b40-0,Flyai Phoe LL-J b40-0 A,Star,M (Red dwarf) Star,2680,9.68634,0.49688716606757727,0.335938,M5,Va
Flyai Phoe LL-J b40-0,Flyai Phoe LL-J b40-0 B,Star,M (Red dwarf) Star,2015,11.670334,0.35260006326383897,0.214844,M9,VI
Flyai Phoe LL-J b40-0,Flyai Phoe LL-J b40-0 C,Star,T (Brown dwarf) Star,810,17.619156,0.14105223867721065,0.050781,T8,V
Swoiwns ET-U c18-0,Swoiwns ET-U c18-0 A,Star,K (Yellow-Orange) Star,4415,6.34819,0.8514098058950396,0.6875,K5,Vz
Swoiwns ET-U c18-0,Swoiwns ET-U c18-0 B,Star,K (Yellow-Orange) Star,3887,7.516617,0.6414184442846873,0.492188,K8,Vz
Gria Drye AY-M b13-10,Gria Drye AY-M b13-10,Star,M (Red dwarf) Star,2960,9.035477,0.5496520603882099,0.390625,M4,Va
Truechou BQ-Y b55-9,Truechou BQ-Y b55-9 A,Star,M (Red dwarf) Star,2594,10.048843,0.44885252048885693,0.273438,M6,Va
Truechou BQ-Y b55-9,Truechou BQ-Y b55-9 B,Star,T (Brown dwarf) Star,966,16.685471,0.15243528971962617,0.050781,T5,V
Truechou BQ-Y b55-9,Truechou BQ-Y b55-9 C,Star,M (Red dwarf) Star,2010,11.763138,0.33953856506110713,0.1875,M9,VI
Thuecheae YN-P b39-2,Thuecheae YN-P b39-2,Star,M (Red dwarf) Star,3175,8.623138,0.57760616534867,0.371094,M3,Va
Auphaibs NS-F c28,Auphaibs NS-F c28 A,Star,K (Yellow-Orange) Star,4558,6.137894,0.8800353357296908,0.703125,K4,Va
Auphaibs NS-F c28,Auphaibs NS-F c28 B,Star,K (Yellow-Orange) Star,4065,7.152878,0.6933898490294752,0.648438,K7,Va
Qaugneau LT-T b44-6,Qaugneau LT-T b44-6,Star,L (Brown dwarf) Star,1992,11.838013,0.33398434507548524,0.203125,L0,V
Ploi Thua OS-U d2-8,Ploi Thua OS-U d2-8 A,Star,F (White) Star,6292,4.292877,1.0798949590222862,1.023438,F8,Vb
Ploi Thua OS-U d2-8,Ploi Thua OS-U d2-8 B,Star,M (Red dwarf) Star,2348,10.6091,0.42327879223580156,0.242188,M7,Va
Drootie NN-U a2-4,Drootie NN-U a2-4 A,Star,M (Red dwarf) Star,2085,11.461182,0.3626098289000719,0.179688,M9,VI
Drootie NN-U a2-4,Drootie NN-U a2-4 B,Star,T (Brown dwarf) Star,1040,16.085709,0.1733398360891445,0.0625,T4,V
Pyrivo FO-F d12-77,Pyrivo FO-F d12-77 A,Star,G (White-Yellow) Star,5676,4.883316,1.0111388066139468,0.929688,G4,Vab
Pyrivo FO-F d12-77,Pyrivo FO-F d12-77 B,Star,M (Red dwarf) Star,3088,8.903809,0.5365905391804457,0.390625,M3,Va
Pyrivo FO-F d12-77,Pyrivo FO-F d12-77 C,Star,L (Brown dwarf) Star,1825,12.51181,0.29177855355859095,0.160156,L2,V
Stuemeae RO-Z c5661,Stuemeae RO-Z c5661 A,Star,K (Yellow-Orange) Star,4010,7.308426,0.663299542774982,0.578125,K7,Va
Stuemeae RO-Z c5661,Stuemeae RO-Z c5661 B,Star,L (Brown dwarf) Star,1768,12.74411,0.27935788353702373,0.136719,L3,V
NGC 6871 Sector WT-R d4-13,NGC 6871 Sector WT-R d4-13 A,Star,F (White) Star,7253,3.287216,1.2912292163910855,1.527344,F1,Vb
NGC 6871 Sector WT-R d4-13,NGC 6871 Sector WT-R d4-13 B,Star,K (Yellow-Orange) Star,4763,5.989456,0.8629149906542056,0.746094,K2,Va
NGC 6871 Sector WT-R d4-13,NGC 6871 Sector WT-R d4-13 C,Star,A (Blue-White) Star,7853,2.794861,1.3817138058950396,1.523438,A8,Vb
Stuemeae BM-C d3367,Stuemeae BM-C d3367,Star,F (White) Star,6218,4.340454,1.0817870769230769,1.164063,F8,Vb
Thuecheae ZB-D b4-2,Thuecheae ZB-D b4-2,Star,M (Red dwarf) Star,3036,9.114471,0.5038146714593817,0.355469,M3,Va
Eishav MK-E c28-0,Eishav MK-E c28-0,Star,G (White-Yellow) Star,5779,4.846619,0.9920653342918764,0.878906,G2,Vab
Bleethuae FH-W b46-5,Bleethuae FH-W b46-5 A,Star,M (Red dwarf) Star,3060,9.059189,0.5087279942487419,0.355469,M3,Va
Bleethuae FH-W b46-5,Bleethuae FH-W b46-5 B,Star,M (Red dwarf) Star,2461,10.057205,0.4967651013659238,0.289063,M7,Va
Bleethuae FH-W b46-5,Bleethuae FH-W b46-5 C,Star,M (Red dwarf) Star,2349,10.639893,0.41696161035226453,0.25,M7,Va
Bleethuae FH-W b46-5,Bleethuae FH-W b46-5 D,Star,L (Brown dwarf) Star,1841,12.104797,0.3458251732566499,0.179688,L2,V
Bleethuae FH-W b46-5,Bleethuae FH-W b46-5 E,Star,M (Red dwarf) Star,2060,11.774704,0.32153317038102086,0.171875,M9,VI
Oochost AA-T c6-1,Oochost AA-T c6-1 A,Star,K (Yellow-Orange) Star,4573,6.535217,0.7281188900071891,0.675781,K4,Va
Oochost AA-T c6-1,Oochost AA-T c6-1 B,Star,M (Red dwarf) Star,2561,9.782272,0.5206298777857656,0.3125,M6,Va
Oochost AA-T c6-1,Oochost AA-T c6-1 C,Star,M (Red dwarf) Star,2764,9.889114,0.42550659956865566,0.300781,M5,Va
Oochost AA-T c6-1,Oochost AA-T c6-1 D,Star,L (Brown dwarf) Star,1827,12.113388,0.34976193242271747,0.171875,L2,V
Sutchae YN-U b16-1,Sutchae YN-U b16-1 A,Star,M (Red dwarf) Star,3320,8.636826,0.5249328310567937,0.363281,M2,Va
Sutchae YN-U b16-1,Sutchae YN-U b16-1 B,Star,L (Brown dwarf) Star,1963,11.792374,0.3512268008626887,0.164063,L0,V
Sutchae YN-U b16-1,Sutchae YN-U b16-1 C,Star,T (Brown dwarf) Star,1151,15.446899,0.18991086700215673,0.066406,T2,V
Oochorrs PY-E b3-0,Oochorrs PY-E b3-0,Star,M (Red dwarf) Star,2996,9.182373,0.501434294751977,0.363281,M4,Va
Plaa Briae PL-L c21-1,Plaa Briae PL-L c21-1 A,Star,K (Yellow-Orange) Star,4169,7.251892,0.6298522501797268,0.535156,K6,Vab
Plaa Briae PL-L c21-1,Plaa Briae PL-L c21-1 B,Star,M (Red dwarf) Star,2428,10.742355,0.37228390510424153,0.222656,M7,Va
NGC 6871 Sector PM-L c8-6,NGC 6871 Sector PM-L c8-6 A,Star,K (Yellow-Orange) Star,4436,6.261795,0.8775939496764917,0.738281,K5,Va
NGC 6871 Sector PM-L c8-6,NGC 6871 Sector PM-L c8-6 B,Star,M (Red dwarf) Star,3193,8.383636,0.6376952638389648,0.453125,M2,Va
NGC 6871 Sector PM-L c8-6,NGC 6871 Sector PM-L c8-6 C,Star,M (Red dwarf) Star,2388,10.844879,0.36712642990654204,0.234375,M7,Va
NGC 6871 Sector PM-L c8-6,NGC 6871 Sector PM-L c8-6 D,Star,M (Red dwarf) Star,2799,9.586807,0.47689818547807333,0.28125,M5,Va
Bleae Briae DL-H c25-1,Bleae Briae DL-H c25-1 A,Star,K (Yellow-Orange) Star,5042,5.887405,0.8070983407620417,0.703125,K1,Vab
Bleae Briae DL-H c25-1,Bleae Briae DL-H c25-1 B,Star,M (Red dwarf) Star,2641,9.919922,0.4595031603163192,0.277344,M6,Va
Swuenaa VO-T c6-0,Swuenaa VO-T c6-0 A,Star,G (White-Yellow) Star,5462,5.184372,0.9506225046728972,0.792969,G6,Vab
Swuenaa VO-T c6-0,Swuenaa VO-T c6-0 B,Star,M (Red dwarf) Star,3500,7.955612,0.6463317670740475,0.523438,M1,Va
Swuenaa VO-T c6-0,Swuenaa VO-T c6-0 C,Star,M (Red dwarf) Star,2388,10.515427,0.42724605607476634,0.222656,M7,Va
Nyauthou KF-D d13-12,Nyauthou KF-D d13-12 A,Star,K (Yellow-Orange) Star,4876,5.600525,0.9848631948238677,0.925781,K2,Va
Nyauthou KF-D d13-12,Nyauthou KF-D d13-12 B,Star,K (Yellow-Orange) Star,4195,6.963806,0.7102965693745507,0.558594,K6,Va
Nyauthou KF-D d13-12,Nyauthou KF-D d13-12 C,Star,M (Red dwarf) Star,2015,11.579437,0.3676757670740474,0.195313,M9,VI
Nyauthou KF-D d13-12,Nyauthou KF-D d13-12 D,Star,M (Red dwarf) Star,2559,10.297043,0.4114074593817398,0.28125,M6,Va
Skueqiae IW-J b1-1,Skueqiae IW-J b1-1,Star,M (Red dwarf) Star,2387,10.37178,0.4568481035226456,0.285156,M7,Va
Mynoarr DR-M d7-771,Mynoarr DR-M d7-771 A,Star,Neutron Star,3874639,4.877167,1.6428154205607477e-05,0.675781,None,VII
Mynoarr DR-M d7-771,Mynoarr DR-M d7-771 B,Star,L (Brown dwarf) Star,1706,12.797455,0.2927551171818835,0.148438,L4,V
Pyroo Eohn DI-D c15-0,Pyroo Eohn DI-D c15-0,Star,K (Yellow-Orange) Star,5116,5.48938,0.9415893486700215,0.863281,K0,Va
Nyauthi XI-D b46-7,Nyauthi XI-D b46-7 A,Star,M (Red dwarf) Star,3041,9.008942,0.5271606383896478,0.332031,M3,Va
Nyauthi XI-D b46-7,Nyauthi XI-D b46-7 B,Star,L (Brown dwarf) Star,1938,11.945541,0.33581540762041695,0.171875,L0,V
Col 359 Sector AM-P b21-5,Col 359 Sector AM-P b21-5,Star,M (Red dwarf) Star,2300,10.898438,0.38610836520488856,0.238281,M8,Va
Thuecheae NU-T a30-0,Thuecheae NU-T a30-0 A,Star,M (Red dwarf) Star,2070,11.58783,0.34704584327821714,0.171875,M9,VI
Thuecheae NU-T a30-0,Thuecheae NU-T a30-0 B,Star,Y (Brown dwarf) Star,604,19.343201,0.11734008914450036,0.03125,Y1,V
Pyrivu RA-M c24-3,Pyrivu RA-M c24-3 A,Star,K (Yellow-Orange) Star,5168,5.523727,0.9082641667864846,0.75,K0,Va
Pyrivu RA-M c24-3,Pyrivu RA-M c24-3 B,Star,M (Red dwarf) Star,3021,9.274643,0.472656195542775,0.320313,M3,Va
Pyrivu RA-M c24-3,Pyrivu RA-M c24-3 C,Star,M (Red dwarf) Star,2202,11.00061,0.4018859525521208,0.234375,M8,Va
Hegeia JX-L b7-5,Hegeia JX-L b7-5,Star,M (Red dwarf) Star,2780,9.436798,0.5180053256649892,0.316406,M5,Va
Dryooe Prou LM-V e2-5890,Dryooe Prou LM-V e2-5890 A,Star,Neutron Star,5726267,4.555756,1.1721558231488138e-05,1.890625,None,VII
Dryooe Prou LM-V e2-5890,Dryooe Prou LM-V e2-5890 AB 2,Star,Y (Brown dwarf) Star,576,20.314453,0.1006469705248023,0.023438,Y1,V
Dryooe Prou LM-V e2-5890,Dryooe Prou LM-V e2-5890 AB 3,Star,Y (Brown dwarf) Star,425,21.432526,0.06781005319913731,0.015625,Y3,V
